Nombre,Categoría,Subcategoría,Tlf Fijo,Tlf Móvil,Mail,Web,Localidad,Whatsapp eviado,Mail enviado
POLLOS LA PLANA,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,Castello,-1,-1
SLEEPRICE EL OUTLET DEL COLCHON,hogar y decoracion,hogar y decoracion en general,964210596,-1,-1,-1,Castello,-1,-1
JOYERIA ORGAMA,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",964213487,-1,-1,-1,Castello,-1,-1
MI PEQUENA ALACENA,moda y complementos,moda infantil y puericultura,964350244,-1,-1,www.mipequenaalacena.com,Castello,-1,-1
ESTANCO CALLE MAYOR,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",964226928,-1,-1,-1,Castello,-1,-1
TOFOLET,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,-1,-1,-1,Castello,-1,-1
A MIDA ZAPATERIA,moda y complementos,moda y complementos en general,964200533,-1,-1,-1,Castello,-1,-1
MARVIC,finanzas y gestion,servicios inmobiliarios,964216188,-1,-1,www.inmo-marvic.com,Castello,-1,-1
DON PISTACHO,alimentacion,encurtidos / frutos secos / aperitivos,-1,-1,-1,-1,Castello,-1,-1
ERASE UNA VEZ ... MI ARMARIO,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Castello,-1,-1
CARNICERIA CHARCUTERIA R. ROSELLO,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,Castello,-1,-1
FRUITES I VERDURES CASTALIA,alimentacion,frutas y verduras,-1,-1,-1,-1,Castello,-1,-1
PANADERIA PASTELERIA J. A. VIVES,alimentacion,pan y pasteleria,964212763,-1,-1,-1,Castello,-1,-1
HNOS. SAURA BOU,alimentacion,carnes / embutidos / huevos,964205050,-1,-1,-1,Castello,-1,-1
LA VOZ DE GAIA,hogar y decoracion,"artesania, ceramica, regalos y bazar",964062139,-1,-1,www.elcorazondegaia.com,Castello,-1,-1
PENTINATS MANOLI,salud y belleza,peluquerias y salones de belleza,964209414,-1,-1,www.pentinatsmanoli.es,Castello,-1,-1
LIBRERIA RE-READ,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",964038901,-1,-1,www.re-read.com,Castello,-1,-1
PESCADERIA NURIA,alimentacion,pescados y mariscos,964283784,-1,-1,-1,Castello,-1,-1
LLAVES MONTANES,hogar y decoracion,ferreteria,964216412,-1,-1,-1,Castello,-1,-1
MUEBLES LA FABRICA,hogar y decoracion,muebles,964216955,-1,-1,www.muebleslafabrica.com,Castello,-1,-1
KWL AQUA,servicios,lavanderias,964233237,-1,-1,-1,Castello,-1,-1
CARNICERIA JOSE MANUEL,alimentacion,carnes / embutidos / huevos,964031308,-1,-1,-1,Castello,-1,-1
ROMIKA / Pies Sanos,moda y complementos,"zapatos, bolsos y complementos",964209890,-1,-1,www.espaciopiessanos.com,Castello,-1,-1
MEMPHIS DENIM STORE,moda y complementos,moda hombre,964213120,-1,-1,-1,Castello,-1,-1
RUBERT OFIMATICA,"informatica, imagen y sonido",informatica y consolas,964242919,-1,rubert@rubertofimatica.com,-1,Castello,-1,-1
CENTRO AUDITIVO JUANCHO VERNIA,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964067878,-1,-1,www.audifonoscastellon.com,Castello,-1,-1
ARTICULOS DE PESCA PRADES,"ocio, deportes y aficiones",material deportivo,-1,-1,pescaprades@gmail.com,-1,Castello,-1,-1
APARICI CALZADO Y COMPLEMENTOS,moda y complementos,"zapatos, bolsos y complementos",964861511,-1,-1,-1,Castello,-1,-1
DECORACION BATISTA,hogar y decoracion,decoracion e interiorismo,964031347,-1,-1,-1,Castello,-1,-1
ASADOS PORCAR,hosteleria y turismo,comidas para llevar,964224626,-1,-1,www.asadosporcar.com,Castello,-1,-1
CALZADOS BERTOMEU,moda y complementos,"zapatos, bolsos y complementos",964250612,-1,bertomeucalzados@gmail.es,-1,Castello,-1,-1
MAYMARA,salud y belleza,peluquerias y salones de belleza,964200385,-1,-1,www.maymara.com,Castello,-1,-1
AUTO-ESCUELA BELBA CENTRO,servicios,"servicios de formacion (autoescuelas, academias...)",964240927,-1,-1,www.autoescuelabelba.com,Castello,-1,-1
FERRETERIA ESCRIG,hogar y decoracion,bricolaje (herramientas para casa y jardin),964201330,635499658,info@ferreteriaescrig.com,-1,Castello,-1,-1
MOVILCLIC,"informatica, imagen y sonido",telefonia y telecomunicaciones,964066993,-1,movilclicruiz@gmail.com,-1,Castello,-1,-1
L'ARMARI DELS SOMNIS,moda y complementos,moda infantil y puericultura,964863525,-1,-1,-1,Castello,-1,-1
QUIOSC CARLOS,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,Castello,-1,-1
DOS AMBIENTS,hogar y decoracion,muebles,964223864,-1,-1,www.dosambients.es,Castello,-1,-1
MULTISERVICIOS BELTRAN,servicios,reparacion de calzado,964060506,-1,beltrangorce@gmail.com,preparatufinde.com/castellon/castellon/multiservicios-beltran,Castello,-1,-1
GUAPA Y GUAPA NOVIAS,moda y complementos,moda y complementos en general,964784244,-1,-1,www.guapayguapanovias.com,Castello,-1,-1
L'ARMARI DELS XIQUETS,moda y complementos,moda infantil y puericultura,964064086,-1,-1,-1,Castello,-1,-1
LASER ESTETICA ESPACIO ESTETICO,salud y belleza,peluquerias y salones de belleza,964200222,-1,-1,www.laser_estetica.es,Castello,-1,-1
VINNUM,alimentacion,bebidas,964230431,-1,-1,-1,Castello,-1,-1
ARTICULOS DE PESCA DEPORTES MARI CARMEN,"ocio, deportes y aficiones",material deportivo,-1,-1,-1,www.pescamaricarmen.com,Castello,-1,-1
PACO ROCA,moda y complementos,moda hombre,964105610,-1,administracion@paco-roca.es,www.paco-roca.es,Castello,-1,-1
DOLC I MES,alimentacion,pan y pasteleria,964041560,-1,tenda@dolcimes.com,www.dolcimes.es,Castello,-1,-1
VICTORIA WOMAN,moda y complementos,moda mujer,-1,-1,-1, www.victoriawoman.es,Castello,-1,-1
SEX SHOP FEVER,"ocio, deportes y aficiones",tienda de articulos eroticos/sex shop,964219159,-1,-1,-1,Castello,-1,-1
FILISEDA Taller de Costura,servicios,compostura y arreglo ropa,964037209,-1,filiseda@gmail.con,-1,Castello,-1,-1
OMBLANC,moda y complementos,"zapatos, bolsos y complementos",964227125,-1,azaharnatura@gmail.com,-1,Castello,-1,-1
CARPINTERIA VALENTIN Y LLORENS,hogar y decoracion,carpinteria,964220986,-1,-1,-1,Castello,-1,-1
QUEMONO,hogar y decoracion,hogar y decoracion en general,964223232,-1,-1,Quemono.jimdo.com,Castello,-1,-1
GOSS@ PLANET,"flores, jardineria y animales",mascotas y accesorios,964214947,-1,-1,www.gossaplanet.es,Castello,-1,-1
PERFUMERIA JULIA,drogueria - perfumeria,perfumeria especializada y belleza,964342166,-1,-1,www.julia.ad,Castello,-1,-1
NO + VELLO,salud y belleza,peluquerias y salones de belleza,964067444,-1,-1,www.nomasvello.com,Castello,-1,-1
INFINITA PARIS PELUQUERIA,salud y belleza,peluquerias y salones de belleza,964214968,-1,-1,www.infinitaparis.com,Castello,-1,-1
KINPLAER,"ocio, deportes y aficiones",tienda de articulos eroticos/sex shop,964035923,-1,-1,www.kinplaer.es,Castello,-1,-1
PERFUMANCIA,drogueria - perfumeria,perfumeria especializada y belleza,-1,-1,-1,www.perfumancia.com,Castello,-1,-1
MI GORDA BELLA,moda y complementos,moda mujer,964107535,-1,-1,-1,Castello,-1,-1
MIGUEL CARREGUI MODA HOMBRE,moda y complementos,moda hombre,964242210,-1,redes@miguelcarregui.com,-1,Castello,-1,-1
ESPACIO ESTETICO,salud y belleza,peluquerias y salones de belleza,964090717,-1,-1,www.espacioesteticocastellon.com,Castello,-1,-1
OSCG,"informatica, imagen y sonido",informatica y consolas,964503365,-1,-1,www.oscg.es,Castello,-1,-1
PANADERIA PILOTES,alimentacion,pan y pasteleria,964245808,-1,-1,www.panaderiapilotes.com,Castello,-1,-1
MAESTRAT FRUTERIA DELICATESSEN,alimentacion,frutas y verduras,964227768,-1,-1,-1,Castello,-1,-1
ESTUDIO CASA,hogar y decoracion,decoracion e interiorismo,964260799,-1,-1,-1,Castello,-1,-1
FRAGANZIAS PERFUMERIAS,drogueria - perfumeria,perfumeria especializada y belleza,964035521,-1,-1,www.fraganzias.es,Castello,-1,-1
DR. COGOLLO,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",964253743,-1,-1,www.powercogollo.com,Castello,-1,-1
ESTETICA AVANZADA Y PELUQUERIA YAMILETH & ALEXANDRA,salud y belleza,peluquerias y salones de belleza,964830930,-1,-1,www.esteticacastellon.com,Castello,-1,-1
VIARSA DISENO E INTERIORSMO,hogar y decoracion,textil hogar,964215214,-1,-1,www.viarsainteriorismo.com,Castello,-1,-1
PUZZLE INTERIORISMO,hogar y decoracion,decoracion e interiorismo,964742661,-1,-1,-1,Castello,-1,-1
ROSMA,salud y belleza,peluquerias y salones de belleza,964215483,-1,rosanaber@hotmail.com,www.rosanabermejo.com,Castello,-1,-1
ROSA ALEGRE MODAS,moda y complementos,moda y complementos en general,-1,632324004,info@rosaalegre.es,www.rosaalegre.es,Castello,-1,-1
JBM SERVICIOS INMOBILIARIOS,finanzas y gestion,servicios inmobiliarios,902500884,-1,-1,WWW.JBM.COM.ES,Castello,-1,-1
Noventa Grados Estudio,servicios,servicios profesionales,-1,678982627,dsimo@coaatcs.es,-1,Benicarlo,-1,-1
Padel Indoor Benicarlo,"ocio, deportes y aficiones","gimnasios, boleras y otros centros deportivos",-1,664577489,indoorbenicarlo@gmail.com,www.padelindoorbenicarlo.com/,Benicarlo,-1,-1
Nacex,servicios,"servicios de transporte (mensajeria, taxis...)",-1,696778167,atencion.cliente@nacex.es,www.nacex.es/irHome.do;jsessionid=44AkMh+wsPnPykKqXJyc0yrZ,Benicarlo,-1,-1
Box 19,vehiculos,mantenimiento y reparacion de vehiculos,-1,-1,-1,-1,Benicarlo,-1,-1
Infinity,moda y complementos,moda y complementos en general,-1,747792751,bebeta991@hotmail.fr,-1,Benicarlo,-1,-1
Soriano Abogados,servicios,servicios profesionales,964470295,600391073,rj.soriano@icacs.com,-1,Benicarlo,-1,-1
Parada del mercat,alimentacion,alimentacion en general,-1,-1,-1,-1,Benicarlo,-1,-1
Nou Cafe Brasil,hosteleria y turismo,bar-cafeteria,-1,-1,soringelemanca@hotmail.com,-1,Benicarlo,-1,-1
Bar Cafeteria Can Cristina,hosteleria y turismo,bar-cafeteria,-1,-1,cristinabar93@gmail.com,-1,Benicarlo,-1,-1
bloprint,servicios,"publicidad, marketing y eventos",964827208,-1,info@bloprint.es,www.bloprint.es,Benicarlo,-1,-1
Visiat tenda automatica 24h,alimentacion,locales de maquinas de vending,-1,-1,-1,-1,Benicarlo,-1,-1
La Andaluza,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Fontaneria Dani,hogar y decoracion,fontaneria,-1,675154047,-1,-1,Benicarlo,-1,-1
Agencia Beltran,finanzas y gestion,servicios inmobiliarios,964467487,-1,info@agenciabeltran.com,www.agenciabeltran.com,Benicarlo,-1,-1
Agencia Beltran,finanzas y gestion,servicios inmobiliarios,964467487,-1,info@agenciabeltran.com,www.agenciabeltran.com,Benicarlo,-1,-1
Agencia Beltran,finanzas y gestion,servicios inmobiliarios,964467487,-1,info@agenciabeltran.com,www.agenciabeltran.com,Benicarlo,-1,-1
Agencia Beltran,finanzas y gestion,servicios inmobiliarios,964467487,-1,info@agenciabeltran.com,www.agenciabeltran.com,Benicarlo,-1,-1
Mallols Mobles,hogar y decoracion,muebles,-1,-1,mallolsmobles@gmail.com,www.kitmuebles.com/,Benicarlo,-1,-1
Gabor Outlet,moda y complementos,moda y complementos en general,-1,643108923,eduardgabor22@gmail.com,-1,Benicarlo,-1,-1
Forn de Pa Santi,alimentacion,pan y pasteleria,964470940,-1,-1,-1,Benicarlo,-1,-1
Mercadona,alimentacion,supermercados,964475562,-1,-1,-1,Benicarlo,-1,-1
Optica Benicarlo,salud y belleza,opticas,964461721,-1,-1,opticabenicarlo.wixsite.com/opticabenicarlo,Benicarlo,-1,-1
Forn Avila,alimentacion,pan y pasteleria,964473102,-1,pedidos@fornavila.es,-1,Benicarlo,-1,-1
Frutas y Verduras Conchin - Mercat Municipal,alimentacion,frutas y verduras,964471445,-1,-1,-1,Benicarlo,-1,-1
YUNA,hogar y decoracion,textil hogar,-1,-1,estefania_blo@hotmail.com,-1,Benicarlo,-1,-1
Albalat pan,alimentacion,pan y pasteleria,-1,-1,-1,-1,Benicarlo,-1,-1
Taller de reparacion vehiculos automoviles,vehiculos,mantenimiento y reparacion de vehiculos,-1,-1,-1,-1,Benicarlo,-1,-1
El Raconet,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Ma Teresa Mulet Ruiz,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Benicarlo,-1,-1
Bar Sevilla,hosteleria y turismo,bar-cafeteria,-1,607456730,-1,-1,Benicarlo,-1,-1
REMSA Tamatorio Crematorio,servicios,servicios funerarios,964765955,902160438,-1,-1,Benicarlo,-1,-1
Mapfre,finanzas y gestion,seguros,964461896,-1,-1,-1,Benicarlo,-1,-1
3GS Combustibles,carburantes,gasolineras,-1,-1,-1,-1,Benicarlo,-1,-1
Dolce Vita / Casa Sira,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Eugenio&Bayo Asesores,servicios,servicios profesionales,-1,673129114,info@eugeniobayo.es,www.eugeniobayo.es/,Benicarlo,-1,-1
CELIA TAXI,servicios,"servicios de transporte (mensajeria, taxis...)",-1,625481275,celiafores1964@gmail.com,-1,Benicarlo,-1,-1
Maestrat Centre D'Estudis,servicios,"servicios de formacion (autoescuelas, academias...)",-1,650969688,-1,www.cemaestrat.org/,Benicarlo,-1,-1
Centro Psicopedagogico Un Pas Mes,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964895012,644468357,claro@1pasmes.es,-1,Benicarlo,-1,-1
La colada express,servicios,lavanderias,-1,-1,-1,-1,Benicarlo,-1,-1
Pastes i pans Morente,alimentacion,pan y pasteleria,964475088,606373709,mapasteleros@gmail.com,-1,Benicarlo,-1,-1
Bazar Universal,hogar y decoracion,hogar y decoracion en general,-1,609264550,-1,-1,Benicarlo,-1,-1
Gran Mundo Electronica,"informatica, imagen y sonido",electrodomesticos y electronica en general,-1,642375845,-1,-1,Benicarlo,-1,-1
La Casa de la Mel,hosteleria y turismo,bar-cafeteria,964470602,633535037,-1,-1,Benicarlo,-1,-1
Olivella formacion,servicios,"servicios de formacion (autoescuelas, academias...)",964827901,601152902,info@olivellaformacion.es,-1,Benicarlo,-1,-1
"Banco de Sabadell, S.A.",finanzas y gestion,entidades financieras,-1,-1,-1,-1,Benicarlo,-1,-1
Carniceria y tienda de ultramarinos,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,Benicarlo,-1,-1
Espinosa Arquitectos,servicios,"construccion, instalaciones y mantenimiento",964460846,-1,info@espinosa-arquitectos.com,www.espinosa-arquitectos.com/,Benicarlo,-1,-1
Administracio Loteria L'Entraeta,tabaco y loterias,loterias y apuestas,964471993,-1,info@loteriadebenicarlo.com,www.loteriadebenicarlo.com,Benicarlo,-1,-1
Bricolaje y pinturas,hogar y decoracion,pinturas,-1,-1,-1,-1,Benicarlo,-1,-1
Modas Nour,moda y complementos,moda mujer,-1,-1,-1,-1,Benicarlo,-1,-1
Agencia viajes,servicios,agencias de viaje,-1,-1,-1,-1,Benicarlo,-1,-1
Peluqueria Laid,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,Benicarlo,-1,-1
Ras,servicios,"publicidad, marketing y eventos",-1,-1,-1,-1,Benicarlo,-1,-1
MPRO 360,"informatica, imagen y sonido",fotografia,964107104,-1,-1,mpro360.com/,Benicarlo,-1,-1
Bar Cafeteria Jorge,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Restaurant Mateu,hosteleria y turismo,restaurantes,-1,-1,-1,-1,Benicarlo,-1,-1
La Bianca,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Vending,alimentacion,alimentacion en general,-1,-1,-1,-1,Benicarlo,-1,-1
Bar el Trosset,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Cucsport,"ocio, deportes y aficiones",material deportivo,-1,-1,-1,-1,Benicarlo,-1,-1
Consultoria AFSJ SL,finanzas y gestion,gestorias-asesorias,-1,-1,-1,-1,Benicarlo,-1,-1
"Marouane , Abdeslam",moda y complementos,moda mujer,-1,-1,-1,-1,Benicarlo,-1,-1
TRANSABLAS.S.L.,servicios,"servicios de transporte (mensajeria, taxis...)",-1,-1,-1,www.transablas.es/,Benicarlo,-1,-1
Restaurante Chino Pekin,hosteleria y turismo,restaurantes,964470866,-1,xiaoyu.chen688@gmail.com,-1,Benicarlo,-1,-1
Bar La Caverna,hosteleria y turismo,bar-cafeteria,964462676,-1,-1,-1,Benicarlo,-1,-1
El Cenachero,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
SP Autoescuelas,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,-1,-1,Benicarlo,-1,-1
Aula Oberta Centre d'Estudis,servicios,"servicios de formacion (autoescuelas, academias...)",964044361,-1,-1,-1,Benicarlo,-1,-1
Cafe Carlon,hosteleria y turismo,bar-cafeteria,-1,672487673,summer_sahi@hotmail.com,-1,Benicarlo,-1,-1
Verduras Blanco,alimentacion,frutas y verduras,-1,-1,-1,-1,Benicarlo,-1,-1
XE24,alimentacion,encurtidos / frutos secos / aperitivos,-1,-1,-1,-1,Benicarlo,-1,-1
Recambios y accesorios para vehiculos,vehiculos,recambios,-1,-1,-1,-1,Benicarlo,-1,-1
Grupo Estilistas,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,Benicarlo,-1,-1
Pescaderia Carmen,alimentacion,pescados y mariscos,-1,-1,-1,-1,Benicarlo,-1,-1
Carnisseria J Angel,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,Benicarlo,-1,-1
Legumbres cocidas y salazones Aurora,alimentacion,alimentacion en general,-1,-1,-1,-1,Benicarlo,-1,-1
Alimentacio Lidia,alimentacion,alimentacion en general,-1,696975413,-1,-1,Benicarlo,-1,-1
Fruites i verdures Gema,alimentacion,frutas y verduras,-1,-1,-1,-1,Benicarlo,-1,-1
Braseria Benicarlanda,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Mi Kiosko,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,Benicarlo,-1,-1
Autoescuela M Foix,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,-1,-1,Benicarlo,-1,-1
Golosinas Ivanca Verge,alimentacion,encurtidos / frutos secos / aperitivos,-1,-1,-1,-1,Benicarlo,-1,-1
Benifruits,alimentacion,frutas y verduras,-1,651560603,-1,-1,Benicarlo,-1,-1
"Alimentacion, Frutas y Verduras Chimo",alimentacion,alimentacion en general,964472265,-1,-1,-1,Benicarlo,-1,-1
Fruteria Amparo,alimentacion,frutas y verduras,964470723,-1,-1,-1,Benicarlo,-1,-1
La Tienda de Cafes B+O,hosteleria y turismo,heladeria-horchateria,964470637,-1,info@cafesbo.com,www.cafesbo.com/,Benicarlo,-1,-1
Inmocentre iaimpress,finanzas y gestion,servicios inmobiliarios,-1,-1,-1,-1,Benicarlo,-1,-1
"Valeria, El mon en corbes",moda y complementos,moda mujer,-1,696697307,karmela_valeria@hotmail.com,-1,Benicarlo,-1,-1
"Tenemos tu piso Consultoria inmobiliaria,S.L.",finanzas y gestion,servicios inmobiliarios,-1,-1,-1,-1,Benicarlo,-1,-1
Abdelkrim El Ghoufairi,hogar y decoracion,textil hogar,-1,-1,-1,-1,Benicarlo,-1,-1
"El Ghoufairi, Faissal",hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,-1,-1,-1,Benicarlo,-1,-1
Restaurant Trangol,hosteleria y turismo,restaurantes,964044323,-1,-1,-1,Benicarlo,-1,-1
Opticalia Benicarlo,salud y belleza,opticas,964969335,622202274,benicarlo@opticalia.es,-1,Benicarlo,-1,-1
Centro de belleza New Age,drogueria - perfumeria,perfumeria especializada y belleza,-1,633918632,newage.centrebellesa@gmail.com,-1,Benicarlo,-1,-1
La bodegueta,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Peixateria Pepita,alimentacion,pescados y mariscos,-1,680250080,-1,-1,Benicarlo,-1,-1
Rachel & you,moda y complementos,"zapatos, bolsos y complementos",-1,620039670,benicarlo@rachelandyou.com,-1,Benicarlo,-1,-1
Centre de Terapies Naturals Marcos Olmos,salud y belleza,"servicios medicos (clinicas, ortopedia...)",-1,616450098,molcas675@gmail.com,-1,Benicarlo,-1,-1
Casa arreglos Gimpeco,servicios,compostura y arreglo ropa,964828485,-1,gimpeco82@gmail.com,-1,Benicarlo,-1,-1
Opcions d'Arialf,moda y complementos,moda mujer,-1,-1,-1,-1,Benicarlo,-1,-1
Inmobiliaria Esther Pastor,finanzas y gestion,servicios inmobiliarios,-1,-1,-1,-1,Benicarlo,-1,-1
Quesada Market,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,-1,-1,-1,Benicarlo,-1,-1
La Tenda de Tots,moda y complementos,moda y complementos en general,-1,670471708,-1,-1,Benicarlo,-1,-1
Vis-TT,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Benicarlo,-1,-1
Petit Four,alimentacion,pan y pasteleria,964470739,-1,m.c.clavel.mc@gamil.com,-1,Benicarlo,-1,-1
Bazar AH,moda y complementos,moda y complementos en general,-1,-1,-1,-1,Benicarlo,-1,-1
Francisco Sanchez,moda y complementos,moda mujer,-1,-1,-1,-1,Benicarlo,-1,-1
Viatges El Corte Ingles,servicios,agencias de viaje,964460534,-1,benicarlo@viajeseci.es,www.elcorteingles.es/viajes,Benicarlo,-1,-1
LIDL,alimentacion,supermercados,964475708,-1,-1,-1,Benicarlo,-1,-1
Oficina seguros Pascual Aran,finanzas y gestion,seguros,-1,-1,-1,-1,Benicarlo,-1,-1
Pollastre d'Or - Alimentacio Marza Rios,hosteleria y turismo,comidas para llevar,964472651,-1,sabrososasados@gmail.com,-1,Benicarlo,-1,-1
Marthina,moda y complementos,moda mujer,964472375,-1,-1,-1,Benicarlo,-1,-1
La Pelu del Carrero,salud y belleza,peluquerias y salones de belleza,964044916,-1,-1,www.lapeludelcarrero.com/,Benicarlo,-1,-1
El Celleret Mercat Central,alimentacion,alimentacion en general,-1,-1,-1,ecocelleret@gmail.com,Benicarlo,-1,-1
Forn de Pa Santi,alimentacion,pan y pasteleria,-1,-1,-1,-1,Benicarlo,-1,-1
Frutas y Verduras Tonica Brau,alimentacion,frutas y verduras,-1,-1,-1,-1,Benicarlo,-1,-1
Mercadona,alimentacion,supermercados,964475562,-1,-1,www.mercadona.es/,Benicarlo,-1,-1
Centre de Fisoterapia Celia Brau Cerda,salud y belleza,"servicios medicos (clinicas, ortopedia...)",964461711,637025170,cbc_@hotmail.com,-1,Benicarlo,-1,-1
Madara,hogar y decoracion,hogar y decoracion en general,964471577,-1,-1,-1,Benicarlo,-1,-1
Agricenter Benicarlo,"flores, jardineria y animales","floristeria, jardineria y productos agricolas",946462038,-1,-1,-1,Benicarlo,-1,-1
Calcats Jaques,moda y complementos,"zapatos, bolsos y complementos",964828888,-1,-1,-1,Benicarlo,-1,-1
Ferreteria Lleixa,hogar y decoracion,ferreteria,964465014,-1,tienda@ferretlleixa.es,www.ferreterialleixa.com/,Benicarlo,-1,-1
La Jijonenca,hosteleria y turismo,heladeria-horchateria,-1,-1,-1,-1,Benicarlo,-1,-1
Forn Avila,alimentacion,pan y pasteleria,964471295,-1,forn@fornavila.es,-1,Benicarlo,-1,-1
Almacenes Utrera,hogar y decoracion,textil hogar,964040338,-1,utrerabenicarlo@gmail.com,-1,Benicarlo,-1,-1
Patfor,moda y complementos,moda hombre,964471736,-1,-1,-1,Benicarlo,-1,-1
Supermercado Buena Suerte,alimentacion,alimentacion en general,964409189,-1,-1,-1,Benicarlo,-1,-1
Inmobest 2012,finanzas y gestion,servicios inmobiliarios,-1,-1,-1,www.inmobest.es,Benicarlo,-1,-1
Locutorio telefonico Youssef,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,-1,-1,-1,Benicarlo,-1,-1
Promoserveis Benicarlo,finanzas y gestion,seguros,964827210,-1,-1,-1,Benicarlo,-1,-1
Modas Ku,moda y complementos,moda y complementos en general,964474352,-1,terelorente2@gmail.com,-1,Benicarlo,-1,-1
Panaderia Arnau,alimentacion,pan y pasteleria,964472873,-1,-1,-1,Benicarlo,-1,-1
DKT Man,moda y complementos,moda hombre,-1,617453859,-1,dktonline.es,Benicarlo,-1,-1
Ana Beauty Bar,salud y belleza,peluquerias y salones de belleza,964012760,636166105,anabeauty2020@hotmail.com,-1,Benicarlo,-1,-1
Inmobiliaria Bel.Mar,finanzas y gestion,servicios inmobiliarios,964192752,696956441,maryline.belvalette@hotmail.com,-1,Benicarlo,-1,-1
ECCE,servicios,"construccion, instalaciones y mantenimiento",-1,-1,-1,-1,Benicarlo,-1,-1
Bar La Union,hosteleria y turismo,bar-cafeteria,964828119,-1,-1,-1,Benicarlo,-1,-1
Bar El Faro,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Bar Restaurante La Bianca,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,Benicarlo,-1,-1
Cafeteria Guru,hosteleria y turismo,bar-cafeteria,-1,-1,juliabeldean27@gmail.com,-1,Benicarlo,-1,-1
Cafe La Placeta,hosteleria y turismo,bar-cafeteria,-1,-1,-1,cafelaplaceta@yahoo.es,Benicarlo,-1,-1
Bar Les Fades,hosteleria y turismo,bar-cafeteria,964828513,-1,-1,-1,Benicarlo,-1,-1
Cafeteria Bamboo,hosteleria y turismo,bar-cafeteria,-1,-1,patricigil@gmail.com,-1,Benicarlo,-1,-1
Pizzeria La Italiana,hosteleria y turismo,restaurantes,964471268,-1,ireussl90@gmail.com,-1,Benicarlo,-1,-1
Bar Tu Bar,hosteleria y turismo,bar-cafeteria,964825984,-1,-1,-1,Benicarlo,-1,-1
Catamaran,hosteleria y turismo,restaurantes,964461099,-1,robertodiano@hotmail.com,www.restaurantecatamaran.es,Benicarlo,-1,-1
Cafe-Bar El Refugi,hosteleria y turismo,bar-cafeteria,-1,-1,africagarcia1988@gmail.com,-1,Benicarlo,-1,-1
Clinica veterinaria Papaluna,finanzas y gestion,seguros,964467466,-1,-1,-1,Benicarlo,-1,-1
Flash Grafics,servicios,"publicidad, marketing y eventos",-1,686473118,-1,www.flashgrafics.com,Benicarlo,-1,-1
Centre d'estetica Gemma,salud y belleza,peluquerias y salones de belleza,964461221,-1,-1,-1,Benicarlo,-1,-1
Benitec Gestion Integral,finanzas y gestion,gestorias-asesorias,964460584,-1,-1,-1,Benicarlo,-1,-1
Imatge,salud y belleza,peluquerias y salones de belleza,964460802,-1,-1,-1,Benicarlo,-1,-1
"Frutas Farell, S.A.",mayoristas,mayoristas agroalimentarios,964473712,-1,-1,-1,Benicarlo,-1,-1
Productora de zumos por transformacion de citricos,mayoristas,mayoristas agroalimentarios,-1,-1,-1,-1,Benicarlo,-1,-1
SUMINSER,finanzas y gestion,seguros,964475800,-1,-1,-1,Benicarlo,-1,-1
SPRINGFIELD,moda y complementos,moda y complementos en general,964462579,-1,-1,www.springfield.com,Benicarlo,-1,-1
"Camping Alegria del Mar, C.B.",hosteleria y turismo,camping,964470871,-1,-1,-1,Benicarlo,-1,-1
