Nombre,URL,Categoría,Subcategoría,Dirección,Tlf Fijo,Tlf Móvil,Mail,Mail Genérico,Mail Dominio,Web,Certificado,WordPress,Versión WP,Cuerpo Mail Hecho,Puntuación,Cuerpo Mail,Localidad
FOTO VIDEO ALFREDO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/foto-video-alfredo,"informatica, imagen y sonido",fotografia,-1,964216131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
DULCE CATEDRA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/dulce-catedra,alimentacion,pan y pasteleria,-1,964064327,-1,-1,-1,-1,www.dulcecatedra.com,-1,-1,-1,-1,-1,-1,Castello
PELS-PELS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/pelspels,salud y belleza,peluquerias y salones de belleza,-1,964067006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PAPELERIA ROSAURA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-rosaura,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964032781,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PELUQUERIA NIEVES TORRESANO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-nieves-torresano,salud y belleza,peluquerias y salones de belleza,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PAPELERIA ARRIETA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-arrieta,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
TERRA MAGICA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/terra-magica,hosteleria y turismo,bar-cafeteria,-1,964068417,-1,-1,-1,-1,www.terramagica.es,-1,-1,-1,-1,-1,-1,Castello
VIDEO CLUB SENSAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/video-club-sensal,"ocio, deportes y aficiones",alquiler de peliculas y videojuegos,-1,964240439,-1,-1,-1,-1,www.videoclubsensal.es,-1,-1,-1,-1,-1,-1,Castello
ALFREDO PELUQUEROS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/alfredo-peluqueros,salud y belleza,peluquerias y salones de belleza,-1,964207596,-1,-1,-1,-1,mdelaflor@hotmail.com,-1,-1,-1,-1,-1,-1,Castello
ENTRE LANAS Y ALGODONES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/entre-lanas-y-algodones,moda y complementos,moda infantil y puericultura,-1,964034929,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CENTRO INFORMATICO CASTELLON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/centro-informatico-castellon,"informatica, imagen y sonido",informatica y consolas,-1,964215692,-1,-1,-1,-1,www.centroinformaticocastellon.com,-1,-1,-1,-1,-1,-1,Castello
LA TAULETA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/la-tauleta,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964036610,-1,-1,-1,-1,www.latauleta.net,-1,-1,-1,-1,-1,-1,Castello
TEJIDOS MARIANO REINA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/tejidos-mariano-reina,hogar y decoracion,textil hogar,-1,964250841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
HERBORISTERIA L'ESTEL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/herboristeria-estel,salud y belleza,herboristerias y dietetica,-1,964240965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
COPIA'T PAPELERIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/copiat-papeleria,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964205301,-1,-1,-1,-1,www.copiatpapeleria.es,-1,-1,-1,-1,-1,-1,Castello
HIPERFUSTA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/hiperfusta,hogar y decoracion,carpinteria,-1,964238057,-1,-1,-1,-1,www.hiperfusta.com,-1,-1,-1,-1,-1,-1,Castello
MONICA Y CESAR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/monica-y-cesar,alimentacion,pan y pasteleria,-1,964260007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
REGIMS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/regims,salud y belleza,herboristerias y dietetica,-1,964231546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
BOUTIQUE CALVACHE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/boutique-calvache,moda y complementos,moda y complementos en general,-1,964238250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
SUCRE I FARINA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/sucre-i-farina,hosteleria y turismo,bar-cafeteria,-1,964218977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PAPELERIA CENSAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-censal,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PAPELERIA ISTRA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-istra,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964232257,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MIGUEL FOTOGRAFO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/miguel-fotografo,"informatica, imagen y sonido",fotografia,-1,964242148,-1,-1,-1,-1,www.miguelfotografocastellon.com,-1,-1,-1,-1,-1,-1,Castello
COCINAS Y BANOS PAULS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cocinas-y-banos-pauls,hogar y decoracion,cocinas y banos,-1,964203316,-1,-1,-1,-1,www.cocinaspauls.com,-1,-1,-1,-1,-1,-1,Castello
CARNICERIA VALERO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-valero,alimentacion,carnes / embutidos / huevos,-1,964202473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
GENOS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/genos,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964241594,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ALTO MIJARES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/alto-mijares,alimentacion,carnes / embutidos / huevos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
SAMPIMAR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/sampimar,alimentacion,alimentacion en general,-1,964253132,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
BORALCOR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/boralcor,hosteleria y turismo,comidas para llevar,-1,964246804,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
LAMORENETA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/lamoreneta,servicios,"publicidad, marketing y eventos",-1,964830869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
SARA GOMEZ,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/sara-gomez-2,moda y complementos,merceria,-1,964210823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MODAS STIFEL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/modas-stifel,moda y complementos,merceria,-1,964242630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CASA NICOL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/casa-nicol,hosteleria y turismo,comidas para llevar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ESTANCO EXPENDIDURIA No 23,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/estanco-expendiduria-n-23,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",-1,964216220,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CARNICERIA EVARISTO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-evaristo,alimentacion,carnes / embutidos / huevos,-1,964202088,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
KURT JOYERIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/kurt-joyeria,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,964217230,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
HERBODIETETICA EL PANAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/herbodietetica-panal,salud y belleza,herboristerias y dietetica,-1,964214525,-1,-1,-1,-1,www.cescaarrufat.com,-1,-1,-1,-1,-1,-1,Castello
KIOSCO LIRON ZAMPON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/kiosco-liron-zampon,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
FORN DE PA SANT PERE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/forn-pa-sant-pere,alimentacion,pan y pasteleria,-1,964283896,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MENUTS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/menuts,moda y complementos,moda infantil y puericultura,-1,964280456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ZAPARRAPIT,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/zaparrapit,servicios,reparacion de calzado,-1,964059000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CEYKA MODA I COMPLEMENTS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/ceyka-moda-i-complements,moda y complementos,moda mujer,-1,964247637,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ASORACION BETEL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/adoracion-betel,hogar y decoracion,muebles,-1,964203122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ESTANCO TABACO. EXPENDIDURIA No 34,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/estanco-tabaco-expendiduria-n-34,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",-1,964252695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CARNICERIA AURELIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-aurelia,alimentacion,carnes / embutidos / huevos,-1,964252409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PANADERIA PASTOR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-pastor-3,alimentacion,pan y pasteleria,-1,964214454,-1,-1,-1,-1,www.rosquilletaspastor.com,-1,-1,-1,-1,-1,-1,Castello
PANADERIA PASTOR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-pastor-2,alimentacion,pan y pasteleria,-1,964255563,-1,-1,-1,-1,www.rosquilletaspastor.com,-1,-1,-1,-1,-1,-1,Castello
ATM IMPRESION,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/atm-impresion,servicios,"publicidad, marketing y eventos",-1,964351959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CARNICERIA CHARCUTERIA MARIA DEL MAR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-charcuteria-maria-mar,alimentacion,carnes / embutidos / huevos,-1,964282776,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PANADERIA SANTA MARIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-santa-maria,alimentacion,pan y pasteleria,-1,964282807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MUNDO FRUTAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/mundo-fruta,alimentacion,frutas y verduras,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
QUIOSCO INMA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/quiosco-inma,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964051590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MARIA CARMEN MOTERA GALVAN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/maria-carmen-motera-galvan,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964218474,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CAFETERIA SOFIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cafeteria-sofia,hosteleria y turismo,bar-cafeteria,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CINEMAD,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cinemad,"ocio, deportes y aficiones","cines, teatros y espectaculos",-1,964741103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
HNOS. CERVERA 99,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/hnos-cervera-99,alimentacion,carnes / embutidos / huevos,-1,964211959,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CALZADOS DIAZ,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/calzados-diaz,moda y complementos,"zapatos, bolsos y complementos",-1,964830011,-1,-1,-1,-1,www.calzadosdiaz.es,-1,-1,-1,-1,-1,-1,Castello
MAQUINARIA ENOLOGICA Y AGRARIA F. SANAHUJA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/maquinaria-enologica-y-agraria-f-sanahuja,vehiculos,compra-venta de vehiculos,-1,964202275,-1,-1,-1,-1,www.franciscosanahuja.com,-1,-1,-1,-1,-1,-1,Castello
CASA PEPE CARNICERIA TOCINERIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/casa-pepe-4,alimentacion,carnes / embutidos / huevos,-1,964225166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CRISTALERIA BABILONI,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cristaleria-babiloni,hogar y decoracion,cuadros y enmarcaciones,-1,964228444,-1,-1,-1,-1,www.camaracastellon.com/almazan,-1,-1,-1,-1,-1,-1,Castello
MUEBLES ALMAZAN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/muebles-almazan,hogar y decoracion,muebles,-1,964228444,-1,-1,-1,-1,www.camaracastellon.com/almazan,-1,-1,-1,-1,-1,-1,Castello
DEPORTES MARINO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/deportes-marino,"ocio, deportes y aficiones",material deportivo,-1,964220076,-1,-1,-1,-1,www.deportesmarino.com,-1,-1,-1,-1,-1,-1,Castello
FOTO CENTER LEVANTE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/foto-center-levante,"informatica, imagen y sonido",fotografia,-1,964239468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
DROGUERIA PERFUMERIA ESTAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/drogueria-perfumeria-estal,drogueria - perfumeria,drogueria y productos de limpieza,-1,964057989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CAFE AMICS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cafe-amics,hosteleria y turismo,restaurantes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ARTE & MAGIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/arte-magia,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,964326279,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
FRUITES DE L'HORT,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/fruites-hort,alimentacion,frutas y verduras,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
BUDDIES ENGLISH FOR KIDS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/buddies-english-for-kids,servicios,"servicios de formacion (autoescuelas, academias...)",-1,-1,-1,-1,-1,-1,www.buddiescastellon.com,-1,-1,-1,-1,-1,-1,Castello
CRISART,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/crisart,hogar y decoracion,cuadros y enmarcaciones,-1,964830138,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
SYCO CASTELLON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/syco-castellon,hogar y decoracion,muebles,-1,964225753,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
EL LLEDONER,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/el-lledoner,alimentacion,alimentacion en general,-1,964233677,-1,-1,-1,-1,www.ellledoner.net,-1,-1,-1,-1,-1,-1,Castello
BALTIC,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/baltic-2,alimentacion,bebidas,-1,964060684,-1,-1,-1,-1,www.baltic.es,-1,-1,-1,-1,-1,-1,Castello
FERRETERIA CERRAJERIA GARCIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/ferreteria-cerrajeria-garcia,hogar y decoracion,ferreteria,-1,964209053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
REGALOS TERE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/regalos-tere,hogar y decoracion,"cristaleria, vajilla, cuberteria, otros utensilios del hogar",-1,964200810,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PARAFARMACIA LES CANYES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/parafarmacia-canyes,salud y belleza,herboristerias y dietetica,-1,964221580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ROKELIN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/rokelin,hosteleria y turismo,restaurantes,-1,964232308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
LE ATELIER. MARIEN MUSIK,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/le-atelier-marien-musik,"ocio, deportes y aficiones",musica e instrumentos musicales,-1,964064977,-1,-1,-1,-1,www.jaromirbazant.com,-1,-1,-1,-1,-1,-1,Castello
CASTELLO MUSICAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/castello-musical,"ocio, deportes y aficiones",musica e instrumentos musicales,-1,964270415,-1,-1,-1,-1,www.castellomusical.com,-1,-1,-1,-1,-1,-1,Castello
LINEN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/linen,moda y complementos,lenceria,-1,964063806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ESTANCO CASTILLO CASTELLON No 24,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/estanco-castillo-castellon-n-24,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",-1,964230649,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
EXPENDEDURIA TABACO No 29,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/expendeduria-tabaco-n-29,tabaco y loterias,"tabacos, cigarrillos electronicos y articulos de fumador",-1,964226312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
SATEN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/saten-2,moda y complementos,"zapatos, bolsos y complementos",-1,964250930,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
DIETANIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/dietania,salud y belleza,herboristerias y dietetica,-1,964202510,-1,-1,-1,-1,www.dietania.com,-1,-1,-1,-1,-1,-1,Castello
ROBES I FLIS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/robes-i-flis,moda y complementos,moda y complementos en general,-1,964244700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
FRUTAS Y VERDURAS MARI CARMEN GIMENEZ,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/frutas-y-verduras-mari-carmen-gimenez,alimentacion,frutas y verduras,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
COSMETICS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/cosmetics,drogueria - perfumeria,perfumeria especializada y belleza,-1,964303087,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
DEPORTES VIDAL  ZAPARRAPIT,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/deportes-vidal-zaparrapit,servicios,reparacion de calzado,-1,964050642,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
MERCERIA PAQUITA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/merceria-paquita,moda y complementos,merceria,-1,964248807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CASA GARCIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/casa-garcia-2,hosteleria y turismo,comidas para llevar,-1,964724630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CARNES ESTRELLA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carnes-estrella,alimentacion,carnes / embutidos / huevos,-1,964209277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
RUSSKII POGREBOK,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/russkii-pogrebok,alimentacion,alimentacion en general,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
BICICLETAS RAFAEL ABAD,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/bicicletas-rafael-abad-2,vehiculos,compra-venta de vehiculos,-1,964216657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
EL GUADARNES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/el-guadarnes,"flores, jardineria y animales",mascotas y accesorios,-1,964056961,-1,-1,-1,-1,www.elguadarnes.net,-1,-1,-1,-1,-1,-1,Castello
MOTO AVENTURA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/moto-aventura,vehiculos,compra-venta de vehiculos,-1,964228245,-1,-1,-1,-1,www.motoaventuracastellon.com,-1,-1,-1,-1,-1,-1,Castello
TORRES CERVERA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/torres-cervera,hogar y decoracion,carpinteria,-1,964222165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
CASA ANIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/casa-ania,servicios,compostura y arreglo ropa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
YOYOBA CENTRO ESTETICO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/yoyoba-centro-estetico,salud y belleza,peluquerias y salones de belleza,-1,964269613,-1,-1,-1,-1,www.yoyoba.es,-1,-1,-1,-1,-1,-1,Castello
KIOSC CASTELLO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/kiosc-castello,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964831254,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PELUQUERIA JORGE GIL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-jorge-gil,salud y belleza,peluquerias y salones de belleza,-1,964200101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PELUQUERIA BLUE EYES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/peluqueria-blue-eyes,salud y belleza,peluquerias y salones de belleza,-1,964036991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
PAPELERIA FERNANDO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/papeleria-fernando,"papeleria, libreria y quioscos","papeleria, libreria, prensa y quioscos",-1,964200707,-1,-1,-1,-1,www.papeleriafernando.com,-1,-1,-1,-1,-1,-1,Castello
FONTANERIA ORTIZ,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/fontaneria-ortiz,hogar y decoracion,fontaneria,-1,964224488,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ALMACENES MARTI,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/almacenes-marti,hogar y decoracion,muebles,-1,964216513,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ENRIC TORNER,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/enric-torner,salud y belleza,peluquerias y salones de belleza,-1,964213838,-1,-1,-1,-1,www.enrictorner.es,-1,-1,-1,-1,-1,-1,Castello
MOVILTELCAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/moviltelcas,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,964215383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
JOYAS PARA REINAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/joyas-reinas,joyeria - relojeria,"joyerias, relojerias, compra-venta de oro",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ISAAC G. SIDRO. ESTUDIO DE FOTOGRAFIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/isaac-g-sidro-estudio-fotografia,"informatica, imagen y sonido",fotografia,-1,964247505,-1,-1,-1,-1,www.isaacgasidro.com,-1,-1,-1,-1,-1,-1,Castello
LA KASBAH,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/la-kasbah,hogar y decoracion,"artesania, ceramica, regalos y bazar",-1,964239020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
Movilclic,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/movilclic,"informatica, imagen y sonido",telefonia y telecomunicaciones,-1,964066993,-1,movilclicrey@gmail.com,si,gmail,-1,-1,-1,-1,-1,-1,-1,Castello
SIETE VEINTE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/siete-veinte,"ocio, deportes y aficiones",material deportivo,-1,964251068,-1,-1,-1,-1,www.sieteveinte.es,-1,-1,-1,-1,-1,-1,Castello
MOL-ROD,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/molrod,"ocio, deportes y aficiones",juguetes y articulos de fiesta,-1,964253991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
LA TINTORERA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/la-tintorera,servicios,tintorerias,-1,964232265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
TUTTI FRUTTI,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/tutti-frutti,hogar y decoracion,decoracion e interiorismo,-1,964207636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
ZAPAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/zapas-2,moda y complementos,"zapatos, bolsos y complementos",-1,964229988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
RACHEL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/rachel,moda y complementos,moda mujer,-1,964222965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Castello
IMAGINARYUM,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/imaginaryum,"ocio, deportes y aficiones",juguetes y articulos de fiesta,-1,964341868,-1,-1,-1,-1,www.imaginaryum.com,-1,-1,-1,-1,-1,-1,Castello
