web-scraper-order,web-scraper-start-url,id_local,id_local-href,tlf,mail,web,web2,cat,subcat,Localidad
1683636065-3607,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,CARNICERIA CASA PACO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-casa-paco-2,Teléfono964209059,,,CARNICERIA CHARCUTERIA R. ROSELLO,Alimentación,Carnes / embutidos / huevos,Castelló
1683636068-3608,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,MUSICAL CENTER,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/musical-center,Teléfono964225622,Webhttp://www.musicalcenter.es,Tienda virtualhttp://www.musicalcenter.es,,"Ocio, deportes y aficiones",Música e instrumentos musicales,Castelló
1683636071-3609,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,CARNICERÍA DE CABALLO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-caballo,Teléfono964205561,,,,Alimentación,Carnes / embutidos / huevos,Castelló
1683636074-3610,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/17,EXPOFUSTA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/expofusta-2,Teléfono964257102,Webhttp://www.expofusta.com,,,Hogar y decoración,Carpintería,Castelló
1683636080-3611,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,LENCERIA SECRET,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/lenceria-serret,Teléfono964246026,,,,Moda y complementos,Lencería,Castelló
1683636083-3612,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,OPPORTUNITY,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/opportunity,,,,TOLDOS SANCHIZ,Hogar y decoración,Hogar y decoración en general,Castelló
1683636086-3613,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,GINER Y VERCHILI,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/giner-y-verchili,Teléfono964244813,,,,Alimentación,Encurtidos / frutos secos / aperitivos,Castelló
1683636089-3614,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,ELLA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/ella-2,Teléfono964638250,,,ELLA,Moda y complementos,Moda mujer,Castelló
1683636092-3615,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,CARMONA 1952 INMOBILIARIA SEGUROS SL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carmona-1952-inmobiliaria-seguros-sl,Teléfono964226308,Webhttp://www.comprarcasa.com/carmona,,,Finanzas y gestión,Servicios inmobiliarios,Castelló
1683636095-3616,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,JOYERÍA EDUARDO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-eduardo,Teléfono964256607,,,RELOJOYA,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Castelló
1683636098-3617,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,CALZADOS ARIAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/calzados-arias,Teléfono964242739,,,,Moda y complementos,"Zapatos, bolsos y complementos",Castelló
1683636101-3618,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,CARPINTERIA ANTONIO VIDAL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/antonio-vidal-carpinteria-y-decoracion,Teléfono964201085,Webhttp://www.carpinteriaantoniovidal.com,,PACO LOPEZ,Hogar y decoración,Hogar y decoración en general,Castelló
1683636104-3619,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/16,JOYERIA RELOJERIA E. FUERTES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-relojeria-e-fuertes,Teléfono964231700,,,RELOJES CASTELLON,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Castelló
1683636110-3620,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/15,LA NIÑA Y LOS PEINES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/la-nina-y-peines,Teléfono964106946,,,PENTINATS MANOLI,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636113-3621,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/15,COCÓ ZAPATOS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/coco,Teléfono964241900,Webhttp://www.cocozapatos.com,,CORSETERIA FABREGAT,Moda y complementos,Moda y complementos en general,Castelló
1683636116-3622,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/15,CORTINAS Y DECORACION MOYA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/rafael-y-jorge-moya-miralles,Teléfono964210774,Webhttp://www.cortinascastellon.com,,OPPORTUNITY,Hogar y decoración,Hogar y decoración en general,Castelló
1683636119-3623,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/15,CENTRO DE SONIDO MARTON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/centro-sonido-marton,Teléfono964216233,Webhttp://www.martonsonido.com,,MAQUINAS DE COSER GRAU,"Informática, imagen y sonido",Electrodomésticos y electrónica en general,Castelló
1683636122-3624,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/15,MONDETALL CASTELLON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/mondetall-2,Teléfono964227886,Webhttp://www.empresascastellon.com/tienda/mondetall-6814.html,,QUEMONO,Hogar y decoración,Hogar y decoración en general,Castelló
1683636128-3625,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/14,POLLERIA AMPARO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/polleria-amparo,Teléfono964250863,,,VICENTE Y PEPE,Alimentación,Carnes / embutidos / huevos,Castelló
1683636131-3626,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/14,LÚA LÚA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/lua-lua,Teléfono964047303,,,BIBAS,Moda y complementos,Moda y complementos en general,Castelló
1683636134-3627,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/14,ORTO SENY,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/orto-seny,Teléfono964064166,,,,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Castelló
1683636137-3628,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/14,INSTALACIONES Y MANTENIMIENTO TACHE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/instalaciones-y-mantenimiento-tache,Teléfono964061480,Webhttp://www.instalaciones-digisat.es,,,Servicios,"Construcción, instalaciones y mantenimiento",Castelló
1683636140-3629,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/14,CARNICERIA FRUTERIA LUIS Y DIEGO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-fruteria-luis-y-diego,Teléfono964283353,,,CARNICERIA VICTOR,Alimentación,Carnes / embutidos / huevos,Castelló
1683636146-3630,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,TROFEOS Y GRABADOS DURBAN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/trofeos-y-grabados-durban,Teléfono601119199,Webhttp://www.trofeosygrabadosdurban.es,,SERIGRAFÍA MAZUELA,Servicios,"Publicidad, marketing y eventos",Castelló
1683636149-3631,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,ORTOPEDIA TÉCNICA CASTELLON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/ortopedia-tecnica-castellon,Teléfono964253002,,,,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Castelló
1683636152-3632,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,MUSICAL PORTOLES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/musical-portoles,Teléfono964221368,Webhttp://www.musicalportoles.net,Tienda virtualhttp://www.musicalportoles.net,,"Ocio, deportes y aficiones",Música e instrumentos musicales,Castelló
1683636155-3633,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,POLLOS LA PLANA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/pollos-plana,,,,GASSET IBERICOS,Alimentación,Carnes / embutidos / huevos,Castelló
1683636158-3634,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,SLEEPRICE EL OUTLET DEL COLCHON,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/sleeprice-outlet-colchon,Teléfono964210596,,,BOUTIQUE TEJIDOS,Hogar y decoración,Hogar y decoración en general,Castelló
1683636161-3635,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,JOYERIA ORGAMA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/joyeria-orgama,Teléfono964213487,,,RELOJES CASTELLON,Joyería - relojería,"Joyerías, relojerías, compra-venta de oro",Castelló
1683636164-3636,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/13,MI PEQUEÑA ALACENA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/mi-pequena-alacena,Teléfono964350244,Webhttp://www.mipequenaalacena.com,,REAL,Moda y complementos,Moda infantil y puericultura,Castelló
1683636170-3637,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,ESTANCO CALLE MAYOR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/estanco-calle-mayor,Teléfono964226928,,,,Tabaco y loterias,"Tabacos, cigarrillos electrónicos y artículos de fumador",Castelló
1683636173-3638,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,TOFOLET,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/tofolet,,,,Les hores de sonieta,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Castelló
1683636176-3639,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,A MIDA ZAPATERÍA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/a-mida-zapateria,Teléfono964200533,,,HIGINIO MATEU,Moda y complementos,Moda y complementos en general,Castelló
1683636179-3640,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/12,MARVIC,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/marvic,Teléfono964216188,Webhttp://www.inmo-marvic.com,,"PS XXI SOLUCIONES INMOBILIARIAS, SL",Finanzas y gestión,Servicios inmobiliarios,Castelló
1683636185-3641,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,DON PISTACHO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/don-pistatacho,,,,,Alimentación,Encurtidos / frutos secos / aperitivos,Castelló
1683636188-3642,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,ÉRASE UNA VEZ ... MI ARMARIO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/erase-vez-mi-armario,,,,ALEXANDRA,Moda y complementos,Moda y complementos en general,Castelló
1683636191-3643,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,CARNICERIA CHARCUTERIA R. ROSELLO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-charcuteria-r-rosello,,,,CARNICERIA EVARISTO,Alimentación,Carnes / embutidos / huevos,Castelló
1683636194-3644,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,FRUITES I VERDURES CASTALIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/fruites-i-verdures-castalia,,,,NOVOPRIS FRUITS,Alimentación,Frutas y verduras,Castelló
1683636197-3645,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/11,PANADERIA PASTELERIA J. A. VIVES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-pasteleria-j-a-vives,Teléfono964212763,,,FORN ADELL,Alimentación,Pan y pastelería,Castelló
1683636203-3646,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,HNOS. SAURA BOU,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/hnos-saura-bou,Teléfono964205050,,,CARNICERIA VICTOR,Alimentación,Carnes / embutidos / huevos,Castelló
1683636206-3647,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,LA VOZ DE GAIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/la-voz-gaia,Teléfono964062139,Webhttp://www.elcorazondegaia.com,Tienda virtualhttp://www.elcorazondegaia.com,,Hogar y decoración,"Artesanía, cerámica, regalos y bazar",Castelló
1683636209-3648,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,PENTINATS MANOLI,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/pentinats-manoli,Teléfono964209414,Webhttp://www.pentinatsmanoli.es,,LA JOVEN CARMEN,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636212-3649,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/10,LIBRERÍA RE-READ,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/libreria-reread,Teléfono964038901,Webhttp://www.re-read.com,Tienda virtualhttp://www.re-read.com,PAPERERIA AGUT,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Castelló
1683636218-3650,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,PESCADERIA NURIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/pescaderia-nuria,Teléfono964283784,,,PESCADERÍA FADRELL,Alimentación,Pescados y mariscos,Castelló
1683636221-3651,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/9,LLAVES MONTAÑES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/llaves-montanes,Teléfono964216412,,,FERRETERIA FERRE IDEA,Hogar y decoración,Ferretería,Castelló
1683636227-3652,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,MUEBLES LA FABRICA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/muebles-fabrica,Teléfono964216955,Webhttp://www.muebleslafabrica.com,Tienda virtualhttp://www.muebleslafabrica.com,MUEBLES LEANDRO,Hogar y decoración,Muebles,Castelló
1683636230-3653,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/8,KWL AQUA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/kwl-aqua,Teléfono964233237,,,,Servicios,Lavanderías,Castelló
1683636236-3654,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/7,CARNICERIA JOSE MANUEL,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carniceria-jose-manuel,Teléfono964031308,,,CARNICERIA FRUTERIA LUIS Y DIEGO,Alimentación,Carnes / embutidos / huevos,Castelló
1683636242-3655,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/6,ROMIKA / Pies Sanos,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/romika-eternamente-malla,Teléfono964209890,Webhttp://www.espaciopiessanos.com,Tienda virtualhttp://www.espaciopiessanos.com,SOMBRERERÍA FENOLLOSA,Moda y complementos,"Zapatos, bolsos y complementos",Castelló
1683636248-3656,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,MEMPHIS DENIM STORE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/memphis-denim-store,Teléfono964213120,,,ANGELO ROMA,Moda y complementos,Moda hombre,Castelló
1683636251-3657,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,RUBERT OFIMATICA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/rubert-ofimatica,Teléfono964242919,Emailrubert@rubertofimatica.com,,,"Informática, imagen y sonido",Informática y consolas,Castelló
1683636254-3658,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/5,CENTRO AUDITIVO JUANCHO VERNIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/centro-auditivo-juancho-verina,Teléfono964067878,Webhttp://www.audifonoscastellon.com,,AD + ORTOPEDIA TÉCNICA SL,Salud y belleza,"Servicios médicos (clínicas, ortopedia...)",Castelló
1683636260-3659,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,ARTICULOS DE PESCA PRADES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/articulos-pesca-prades,Emailpescaprades@gmail.com,Tienda virtualhttps://www.pescaprades.mitiendaair.es,,SIETE VEINTE,"Ocio, deportes y aficiones",Material deportivo,Castelló
1683636263-3660,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,APARICI CALZADO Y COMPLEMENTOS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/aparici-calzado-y-complementos,Teléfono964861511,,,SATÉN,Moda y complementos,"Zapatos, bolsos y complementos",Castelló
1683636266-3661,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,DECORACION BATISTA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/decoracion-batista,Teléfono964031347,,,,Hogar y decoración,Decoración e interiorismo,Castelló
1683636269-3662,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,ASADOS PORCAR,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/asados-porcar,Teléfono964224626,Webhttps://www.asadosporcar.com,,CA LA IAIA,Hostelería y turismo,Comidas para llevar,Castelló
1683636272-3663,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,CALZADOS BERTOMEU,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/calzados-bertomeu,Teléfono964250612,Emailbertomeucalzados@gmail.es,,MC ONE,Moda y complementos,"Zapatos, bolsos y complementos",Castelló
1683636275-3664,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,MAYMARA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/maymara,Teléfono964200385,Webhttp://www.maymara.com,,FACIAL CLINIQUE,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636278-3665,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,AUTO-ESCUELA BELBA CENTRO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/autoescuela-belba-centro,Teléfono964240927,Webhttp://www.autoescuelabelba.com,,Encreuats SC,Servicios,"Servicios de formación (autoescuelas, academias...)",Castelló
1683636281-3666,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,FERRETERIA ESCRIG,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/ferreteria-escrig,Teléfono964201330,Móvil635499658,Emailinfo@ferreteriaescrig.com,Webhttps://www.ferreteriaescrig.es,Hogar y decoración,Bricolaje (herramientas para casa y jardín),Castelló
1683636284-3667,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,MOVILCLIC,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/movilquick-castellon,Teléfono964066993,Emailmovilclicruiz@gmail.com,,,"Informática, imagen y sonido",Telefonía y telecomunicaciones,Castelló
1683636287-3668,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,L'ARMARI DELS SOMNIS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/armari-somnis,Teléfono964863525,,,MAXIBEBE,Moda y complementos,Moda infantil y puericultura,Castelló
1683636290-3669,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,QUIOSC CARLOS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/quios-carlos,,,,SIRAGGA COMICS,"Papelería, librería y quioscos","Papelería, librería, prensa y quioscos",Castelló
1683636293-3670,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/4,DOS AMBIENTS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/dos-ambients,Teléfono964223864,Webhttp://www.dosambients.es,,MOBLES CALIU,Hogar y decoración,Muebles,Castelló
1683636299-3671,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,MULTISERVICIOS BELTRAN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/multiservicios-beltran,Teléfono964060506,Emailbeltrangorce@gmail.com,Webhttps://preparatufinde.com/castellon/castellon/multiservicios-beltran,,Servicios,Reparación de calzado,Castelló
1683636302-3672,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,GUAPA Y GUAPA NOVIAS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/guapa-y-guapa-novias,Teléfono964784244,Webhttp://www.guapayguapanovias.com,,LENCERIA CAPRICE,Moda y complementos,Moda y complementos en general,Castelló
1683636305-3673,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,L'ARMARI DELS XIQUETS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/armari-xiquets,Teléfono964064086,,,OSOS,Moda y complementos,Moda infantil y puericultura,Castelló
1683636308-3674,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,LASER ESTÉTICA ESPACIO ESTÉTICO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/laser-estetica,Teléfono964200222,Webhttp://www.laser_estetica.es,,PELUQUERIA FILIBERTO,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636311-3675,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,VINNUM,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/vinnum,Teléfono964230431,,,CANTÓ DEL VÍ,Alimentación,Bebidas,Castelló
1683636314-3676,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,ARTICULOS DE PESCA DEPORTES MARI CARMEN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/articulos-pesca-mari-carmen,Webhttps://www.pescamaricarmen.com,,,,"Ocio, deportes y aficiones",Material deportivo,Castelló
1683636317-3677,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,PACO ROCA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/paco-roca-3,Teléfono964105610,Emailadministracion@paco-roca.es,Webhttps://www.paco-roca.es,,Moda y complementos,Moda hombre,Castelló
1683636320-3678,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,DOLÇ I MES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/dolc-i-mes,Teléfono964041560,Emailtenda@dolcimes.com,Webhttps://www.dolcimes.es,PASTISSERIA SANT VICENT S.L.,Alimentación,Pan y pastelería,Castelló
1683636323-3679,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,VICTORIA WOMAN,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/victoria-woman,Webhttp:// www.victoriawoman.es,,,"todo a la vanguardia de la moda, clasicos, modernos, frescos, para eventos, casual...",Moda y complementos,Moda mujer,Castelló
1683636326-3680,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,SEX SHOP FEVER,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/sex-shop-fever,Teléfono964219159,,,,"Ocio, deportes y aficiones",Tienda de artículos eróticos/Sex shop,Castelló
1683636329-3681,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/3,FILISEDA Taller de Costura,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/fil-i-seda,Teléfono964037209,Emailfiliseda@gmail.con,,,Servicios,Compostura y arreglo ropa,Castelló
1683636335-3682,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,OMBLANC,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/omblanc,Teléfono964227125,Emailazaharnatura@gmail.com,,,Moda y complementos,"Zapatos, bolsos y complementos",Castelló
1683636338-3683,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,CARPINTERIA VALENTIN Y LLORENS,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/carpinteria-valentin-y-llorens,Teléfono964220986,,,Contamos con amplia experiencia en el sector avalada por nuestros clientes.,Hogar y decoración,Carpintería,Castelló
1683636341-3684,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,QUEMONO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/quemono,Teléfono964223232,Webhttp://Quemono.jimdo.com,,CARPINTERIA ANTONIO VIDAL,Hogar y decoración,Hogar y decoración en general,Castelló
1683636344-3685,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,GOSS@ PLANET,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/goss-planet,Teléfono964214947,Webhttp://www.gossaplanet.es,,PAJARERIA CASTILLO,"Flores, jardinería y animales",Mascotas y accesorios,Castelló
1683636347-3686,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,PERFUMERIA JULIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/julia-perfumerias,Teléfono964342166,Webhttp://www.julia.ad,,PERFUMARTE CASTELLON,Droguería - Perfumería,Perfumería especializada y belleza,Castelló
1683636350-3687,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,NO + VELLO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/no-vello-6,Teléfono964067444,Webhttp://www.nomasvello.com,,EL GRINGO TATUAJES,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636353-3688,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,INFINITA PARIS PELUQUERIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/infinita-paris-peluqueria,Teléfono964214968,Webhttp://www.infinitaparis.com,,BEAUTY BELLEZA & BIENESTAR,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636356-3689,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,KINPLAER,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/kinplaer,Teléfono964035923,Webhttp://www.kinplaer.es,,,"Ocio, deportes y aficiones",Tienda de artículos eróticos/Sex shop,Castelló
1683636359-3690,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,PERFUMANCIA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/parafarmacia-3,Webhttp://www.perfumancia.com,,,COSMETICS,Droguería - Perfumería,Perfumería especializada y belleza,Castelló
1683636362-3691,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,MI GORDA BELLA,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/mi-gorda-bella,Teléfono964107535,,,VELVET,Moda y complementos,Moda mujer,Castelló
1683636365-3692,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,MIGUEL CARREGUI MODA HOMBRE,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/miguel-carregui-moda-hombre,Teléfono964242210,Emailredes@miguelcarregui.com,,,Moda y complementos,Moda hombre,Castelló
1683636368-3693,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/2,ESPACIO ESTÉTICO,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/espacio-estetico,Teléfono964090717,Webhttp://www.espacioesteticocastellon.com,,PELUQUERIA NIEVES TORRESANO,Salud y belleza,Peluquerías y salones de belleza,Castelló
1683636374-3694,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,OSCG,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/oscg,Teléfono964503365,Webhttp://www.oscg.es,,,"Informática, imagen y sonido",Informática y consolas,Castelló
1683636377-3695,https://castellon.comercioscomunitatvalenciana.com/es/buscador/index/rel/1,PANADERIA PILOTES,https://castellon.comercioscomunitatvalenciana.com/es/comercios/view/panaderia-pilotes,Teléfono964245808,Webhttp://www.panaderiapilotes.com,,PANADERIA PILOTES,Alimentación,Pan y pastelería,Castelló
